0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		
0.720000		0.741575		1.073429		1.290100		1.435093		1.531316		1.590851		1.619388		1.619388		1.590851		1.531316		1.435093		1.290100		1.073429		0.741575		0.720000		
1.280000		1.130137		1.249570		1.361990		1.451539		1.517095		1.559788		1.580885		1.580884		1.559787		1.517093		1.451537		1.361988		1.249567		1.130135		1.280000		
1.680000		1.439689		1.414018		1.429459		1.457959		1.485882		1.506930		1.518028		1.518028		1.506930		1.485882		1.457959		1.429459		1.414018		1.439689		1.680000		
1.920000		1.647828		1.523950		1.464800		1.440672		1.433582		1.433214		1.434198		1.434198		1.433214		1.433582		1.440672		1.464800		1.523950		1.647828		1.920000		
2.000000		1.744296		1.562648		1.455629		1.394523		1.360708		1.343067		1.335560		1.335560		1.343067		1.360708		1.394523		1.455629		1.562648		1.744296		2.000000		
1.920000		1.727059		1.527419		1.401543		1.322357		1.273133		1.244409		1.231107		1.231107		1.244409		1.273133		1.322357		1.401543		1.527419		1.727059		1.920000		
1.680000		1.600480		1.426051		1.311894		1.234095		1.181305		1.148024		1.131885		1.131885		1.148024		1.181305		1.234095		1.311894		1.426051		1.600480		1.680000		
1.280000		1.375798		1.278248		1.205571		1.145898		1.098839		1.066308		1.049641		1.049641		1.066308		1.098839		1.145897		1.205571		1.278248		1.375798		1.280000		
0.720000		1.073962		1.123854		1.112919		1.078330		1.040789		1.011128		0.995139		0.995139		1.011128		1.040789		1.078330		1.112919		1.123854		1.073962		0.720000		
0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		
